accession_numbers,log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.
NP_783596,-0.095,0.304,0.204,0.179,0.029,0.254,-0.031,-0.245,0.11
NP_835504,-0.095,0.304,0.204,0.179,0.029,0.254,-0.031,-0.245,0.11
NP_783595,-0.095,0.304,0.204,0.179,0.029,0.254,-0.031,-0.245,0.11
NP_031389,-0.156,0.226,0.092,0.164,0.478,-0.004,0.757,-0.133,0.037
NP_001138882,-0.156,0.226,0.092,0.164,0.478,-0.004,0.757,-0.133,0.037
NP_001239447,-0.156,0.226,0.092,0.164,0.478,-0.004,0.757,-0.133,0.037
NP_006820,-0.271,1.752,1.836,0.492,2.037,1.805,0.573,0.655,1.862
NP_055706,-0.196,-1.147,-1.004,0.028,-0.359,-0.903,-0.409,0.07,-0.293
NP_001028485,-0.196,-1.147,-1.004,0.028,-0.359,-0.903,-0.409,0.07,-0.293
NP_004437,-0.212,0.13,-0.069,0.157,0.236,0.174,0.275,-0.08,-0.1
NP_084011,-0.212,0.13,-0.069,0.157,0.236,0.174,0.275,-0.08,-0.1
XP_003846738,-0.365,-2.181,-2.302,0.099,-3.016,-1.931,-0.207,-0.096,-2.409
NP_005508,-0.365,-2.181,-2.302,0.099,-3.016,-1.931,-0.207,-0.096,-2.409
NP_058653,-0.365,-2.181,-2.302,0.099,-3.016,-1.931,-0.207,-0.096,-2.409
NP_066406,0.254,-0.515,1.192,0.171,-0.287,1.182,0.277,4.13,0.108
NP_003511,0.254,-0.515,1.192,0.171,-0.287,1.182,0.277,4.13,0.108
NP_783595,0.254,-0.515,1.192,0.171,-0.287,1.182,0.277,4.13,0.108
NP_150648,-0.242,1.368,1.484,0.255,1.322,1.469,0.07,-0.031,1.603
NP_001018047,-0.242,1.368,1.484,0.255,1.322,1.469,0.07,-0.031,1.603
NP_056001,-0.242,1.368,1.484,0.255,1.322,1.469,0.07,-0.031,1.603
NP_001018048,-0.242,1.368,1.484,0.255,1.322,1.469,0.07,-0.031,1.603
NP_066407,1.553,0.704,0.529,0.983,0.759,0.311,0.353,0.024,1.34
NP_835507,1.553,0.704,0.529,0.983,0.759,0.311,0.353,0.024,1.34
NP_033590,-0.349,-0.159,-0.465,-0.109,-0.435,-0.187,-0.021,-0.234,-0.535
NP_006531,-0.075,0.206,0.171,0.043,0.355,0.198,0.129,0.042,0.092
NP_112420,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_002127,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_001011724,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_001034218,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_001159443,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_034577,-0.096,-0.031,-0.285,0.147,-0.185,0.047,0.22,-0.185,-0.293
NP_005313,-0.388,0.385,0.212,0.137,-0.063,0.33,0.439,-0.205,0.201
NP_064418,-0.388,0.385,0.212,0.137,-0.063,0.33,0.439,-0.205,0.201
NP_005372,-0.148,-0.401,-0.485,0.038,-0.239,-0.403,-0.305,-0.27,-0.096
NP_114032,-0.603,-3.294,-4.281,-0.645,-2.864,-2.796,-0.698,-0.36,-4.749
NP_002037,-0.528,1.894,1.505,0.378,2.092,1.959,-0.016,0.057,1.148
NP_001243728,-0.528,1.894,1.505,0.378,2.092,1.959,-0.016,0.057,1.148
NP_032110,-0.528,1.894,1.505,0.378,2.092,1.959,-0.016,0.057,1.148
NP_002037,-0.253,0.826,0.565,0.255,1.037,1.09,0.03,0.116,0.902
NP_001243728,-0.253,0.826,0.565,0.255,1.037,1.09,0.03,0.116,0.902
NP_032110,-0.253,0.826,0.565,0.255,1.037,1.09,0.03,0.116,0.902
NP_005312,-0.289,-0.264,-0.616,0.075,-1.044,-0.081,0.129,-0.165,-0.519
NP_663759,-0.289,-0.264,-0.616,0.075,-1.044,-0.081,0.129,-0.165,-0.519
NP_056602,-0.289,-0.264,-0.616,0.075,-1.044,-0.081,0.129,-0.165,-0.519
NP_001230106,-0.151,0.451,0.07,0.351,0.33,0.284,0.355,0.332,0.301
NP_000025,-0.151,0.451,0.07,0.351,0.33,0.284,0.355,0.332,0.301
NP_001170778,-0.151,0.451,0.07,0.351,0.33,0.284,0.355,0.332,0.301
NP_001170779,-0.151,0.451,0.07,0.351,0.33,0.284,0.355,0.332,0.301
NP_001264269,-0.151,0.451,0.07,0.351,0.33,0.284,0.355,0.332,0.301
NP_000173,-0.303,1.364,1.139,0.397,1.777,1.418,0.22,0.042,1.139
NP_877432,0.05,-0.398,-0.457,0.284,-0.449,-0.206,-0.167,0.077,-0.369
NP_001137242,0.05,-0.398,-0.457,0.284,-0.449,-0.206,-0.167,0.077,-0.369
NP_001137241,0.05,-0.398,-0.457,0.284,-0.449,-0.206,-0.167,0.077,-0.369
NP_073568,-0.591,-0.975,-1.265,-0.026,-1.112,-0.834,0.737,-0.4,-1.029
NP_001164015,-0.355,0.928,0.635,0.128,0.949,0.725,0.274,-0.106,0.322
NP_082549,-0.355,0.928,0.635,0.128,0.949,0.725,0.274,-0.106,0.322
NP_033784,0.328,1.573,1.855,0.344,1.423,1.39,0.549,0.568,1.535
NP_005372,-0.308,0.941,0.957,0.233,0.968,0.867,-0.018,0.019,0.873
NP_001171488,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_001171512,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_001171513,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_001171514,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_001073332,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_001073331,-0.003,0.572,0.684,0.268,1.248,0.699,0.439,0.212,0.732
NP_003133,-0.287,0.634,0.416,0.176,0.508,0.759,0.155,-0.169,0.638
NP_073568,-0.331,-0.694,-1.021,0.045,-0.888,-0.75,-0.239,-0.027,-0.878
NP_001924,-0.366,1.087,0.81,0.352,1.037,1.204,0.134,-0.087,0.756
NP_443160,-0.268,-0.33,-0.149,-0.034,-0.244,-0.152,0.195,-0.061,-0.225
NP_060474,-0.162,0.359,0.265,0.353,0.206,0.448,0.182,0.052,0.243
NP_056224,0.108,-2.355,-1.984,-0.185,-1.747,-0.775,-1.643,-0.163,-2.353
NP_083613,0.108,-2.355,-1.984,-0.185,-1.747,-0.775,-1.643,-0.163,-2.353
NP_775089,0.108,-2.355,-1.984,-0.185,-1.747,-0.775,-1.643,-0.163,-2.353
NP_001010833,0.088,0.811,0.652,0.202,0.594,0.67,0.091,-0.049,0.705
NP_776123,0.238,2.185,2.342,0.508,1.932,2.159,0.386,0.176,2.503
NP_055385,0.165,-0.618,-0.507,0.259,0.625,-0.497,0.803,-0.015,-0.65
NP_001135765,0.165,-0.618,-0.507,0.259,0.625,-0.497,0.803,-0.015,-0.65
NP_079721,0.165,-0.618,-0.507,0.259,0.625,-0.497,0.803,-0.015,-0.65
NP_000972,-0.163,0.411,-0.269,0.315,0.123,0.367,0.561,-0.293,0.041
NP_033104,-0.163,0.411,-0.269,0.315,0.123,0.367,0.561,-0.293,0.041
NP_001152955,-0.163,0.411,-0.269,0.315,0.123,0.367,0.561,-0.293,0.041
NP_000678,-0.087,0.458,0.292,0.364,0.974,0.725,0.617,0.19,0.089
NP_001155238,-0.087,0.458,0.292,0.364,0.974,0.725,0.617,0.19,0.089
NP_057870,-0.087,0.458,0.292,0.364,0.974,0.725,0.617,0.19,0.089
NP_663563,-0.518,0.985,0.544,0.075,0.656,0.852,-0.203,-0.275,0.584
NP_001154806,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_733759,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_001019770,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003519,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_778225,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003512,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003516,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003518,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003510,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_066406,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003511,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_066407,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_003515,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_996765,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_835509,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_783594,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_783597,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_084358,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_835501,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_835507,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_835508,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_835504,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_783595,-0.209,0.193,-0.104,-0.058,0.147,0.266,0.431,-0.117,-0.101
NP_033784,0.691,1.51,2.344,0.334,1.558,1.442,0.452,0.466,2.083
NP_000282,-0.512,1.007,0.671,0.179,1.097,0.809,-0.04,-0.136,0.665
NP_032854,-0.512,1.007,0.671,0.179,1.097,0.809,-0.04,-0.136,0.665
NP_112467,-0.512,1.007,0.671,0.179,1.097,0.809,-0.04,-0.136,0.665
NP_033784,0.014,0.852,1.033,0.761,2.691,2.211,0.822,0.468,2.029
NP_004387,-0.114,-0.083,-0.334,0.311,-0.374,0.013,-0.052,-0.186,-0.213
NP_057417,-0.007,-0.909,-1.142,0.087,-1.397,-0.854,-0.003,-0.106,-1.438
NP_002037,-0.382,1.585,1.514,0.347,1.53,1.407,0.139,0.005,1.213
NP_001243728,-0.382,1.585,1.514,0.347,1.53,1.407,0.139,0.005,1.213
NP_032110,-0.382,1.585,1.514,0.347,1.53,1.407,0.139,0.005,1.213
NP_001154806,-0.148,0.014,-0.132,0.299,0.324,0.093,0.562,-0.034,0.165
NP_001019770,-0.148,0.014,-0.132,0.299,0.324,0.093,0.562,-0.034,0.165
NP_003518,-0.148,0.014,-0.132,0.299,0.324,0.093,0.562,-0.034,0.165
NP_003515,-0.148,0.014,-0.132,0.299,0.324,0.093,0.562,-0.034,0.165
NP_783597,-0.148,0.014,-0.132,0.299,0.324,0.093,0.562,-0.034,0.165
NP_849265,-0.636,-0.498,-0.375,-0.302,-0.42,-0.643,-0.213,-0.375,-0.362
NP_872363,-0.058,-0.324,-0.539,0.059,-0.626,-0.315,-0.074,-0.216,-0.546
NP_084532,-0.058,-0.324,-0.539,0.059,-0.626,-0.315,-0.074,-0.216,-0.546
NP_057407,-0.445,-2.176,-2.445,0.017,-2.957,-2.387,-0.458,-0.501,-2.693
NP_001230106,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_000025,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_001186199,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_001170778,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_001170779,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_001264269,-0.42,0.197,0.168,0.143,0.234,0.199,0.037,-0.399,0.064
NP_112604,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_004491,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_058580,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_001164452,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_001164454,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_001164455,-0.231,0.258,-0.094,0.356,0.298,0.14,0.376,0.027,0.159
NP_005372,-0.311,0.05,-0.241,0.094,-0.114,0.07,0.128,-0.104,0.029
NP_000282,0.214,0.726,0.63,0.144,1.392,0.39,0.337,0.325,0.356
NP_032854,0.214,0.726,0.63,0.144,1.392,0.39,0.337,0.325,0.356
NP_112467,0.214,0.726,0.63,0.144,1.392,0.39,0.337,0.325,0.356
NP_006420,-0.396,-0.577,-0.991,-0.098,-1.252,-0.699,0.193,-0.341,-0.94
NP_001159757,-0.396,-0.577,-0.991,-0.098,-1.252,-0.699,0.193,-0.341,-0.94
NP_001159756,-0.396,-0.577,-0.991,-0.098,-1.252,-0.699,0.193,-0.341,-0.94
NP_001009570,-0.396,-0.577,-0.991,-0.098,-1.252,-0.699,0.193,-0.341,-0.94
NP_032593,-0.312,-0.248,-0.442,0.385,-0.034,-0.1,0.2,0.198,-0.45
NP_006592,0.281,1.596,1.22,0.481,1.649,1.624,0.562,0.339,1.315
NP_062740,0.281,1.596,1.22,0.481,1.649,1.624,0.562,0.339,1.315
NP_002037,-0.249,1.641,1.363,0.548,2.006,1.419,0.188,0.015,1.526
NP_001243728,-0.249,1.641,1.363,0.548,2.006,1.419,0.188,0.015,1.526
NP_003896,0.039,-1.335,-1.202,0.234,-1.773,-1.031,0.091,-0.228,-1.526
NP_005925,-0.086,-0.287,-0.522,0.3,-0.029,-0.052,0.414,0.036,-0.245
NP_071723,-0.086,-0.287,-0.522,0.3,-0.029,-0.052,0.414,0.036,-0.245
NP_112533,-0.106,-0.621,-0.839,-0.082,-0.491,-0.605,0.005,-0.035,-1.103
NP_002128,-0.106,-0.621,-0.839,-0.082,-0.491,-0.605,0.005,-0.035,-1.103
NP_058086,-0.106,-0.621,-0.839,-0.082,-0.491,-0.605,0.005,-0.035,-1.103
NP_872591,-0.106,-0.621,-0.839,-0.082,-0.491,-0.605,0.005,-0.035,-1.103
NP_000173,-0.427,0.874,0.468,0.139,0.993,0.867,0.147,-0.111,0.543
NP_849209,-0.427,0.874,0.468,0.139,0.993,0.867,0.147,-0.111,0.543
NP_004371,-0.319,-0.193,-0.377,0.114,-0.06,-0.065,-0.027,-0.191,-0.281
NP_001073315,-0.319,-0.193,-0.377,0.114,-0.06,-0.065,-0.027,-0.191,-0.281
NP_001020603,-0.319,-0.193,-0.377,0.114,-0.06,-0.065,-0.027,-0.191,-0.281
NP_112581,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_001142,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_001143,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_001627,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_848473,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_031476,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_031477,0.047,0.104,0.132,0.211,0.692,0.294,0.219,-0.182,0.124
NP_112420,-0.393,-0.396,-0.276,0.11,-0.322,-0.273,-0.289,-0.277,-0.448
NP_002127,-0.393,-0.396,-0.276,0.11,-0.322,-0.273,-0.289,-0.277,-0.448
NP_001034218,-0.393,-0.396,-0.276,0.11,-0.322,-0.273,-0.289,-0.277,-0.448
NP_034577,-0.393,-0.396,-0.276,0.11,-0.322,-0.273,-0.289,-0.277,-0.448
NP_003474,2.844,0.027,-0.155,2.797,-0.662,0.428,0.156,-0.148,2.444
NP_003475,2.844,0.027,-0.155,2.797,-0.662,0.428,0.156,-0.148,2.444
NP_005909,-0.362,0.522,0.078,0.148,0.557,0.414,-0.077,0.039,0.18
NP_032643,-0.362,0.522,0.078,0.148,0.557,0.414,-0.077,0.039,0.18
NP_066953,-0.296,0.312,0.184,0.275,0.562,0.406,0.109,0.581,0.342
NP_032933,-0.296,0.312,0.184,0.275,0.562,0.406,0.109,0.581,0.342
NP_004371,-0.195,-0.425,-1.392,0.109,-1.225,-1.083,-0.693,-0.623,-1.898
NP_001420,-0.195,-0.425,-1.392,0.109,-1.225,-1.083,-0.693,-0.623,-1.898
NP_001073315,-0.195,-0.425,-1.392,0.109,-1.225,-1.083,-0.693,-0.623,-1.898
NP_001020603,-0.195,-0.425,-1.392,0.109,-1.225,-1.083,-0.693,-0.623,-1.898
NP_808489,-0.195,-0.425,-1.392,0.109,-1.225,-1.083,-0.693,-0.623,-1.898
NP_001230106,-0.159,-0.212,-0.222,0.277,-0.017,0.338,-0.39,0.165,0.236
NP_000025,-0.159,-0.212,-0.222,0.277,-0.017,0.338,-0.39,0.165,0.236
NP_001186199,-0.159,-0.212,-0.222,0.277,-0.017,0.338,-0.39,0.165,0.236
NP_001170778,-0.159,-0.212,-0.222,0.277,-0.017,0.338,-0.39,0.165,0.236
NP_001170779,-0.159,-0.212,-0.222,0.277,-0.017,0.338,-0.39,0.165,0.236
NP_055392,-0.391,-0.486,-0.594,0.007,-0.37,-0.298,-0.064,0.063,-0.947
NP_001028446,-0.391,-0.486,-0.594,0.007,-0.37,-0.298,-0.064,0.063,-0.947
NP_002406,-0.014,1.011,0.742,0.381,0.832,0.911,0.341,0.344,0.924
NP_005372,-0.187,0.294,0.114,0.167,0.132,0.314,-0.012,-0.222,0.209
NP_005372,-0.282,0.176,-0.301,0,-0.214,0.033,-0.195,-0.069,-0.177
NP_080108,0.127,0.453,1.152,0.34,0.844,0.926,0.67,0.155,1.069
NP_033784,0.102,1.492,1.973,0.338,1.494,1.534,0.221,0.128,1.808
NP_060959,0.005,-1.453,-1.608,-0.156,-1.774,-1.382,0.302,0.103,-1.671
NP_619620,0.005,-1.453,-1.608,-0.156,-1.774,-1.382,0.302,0.103,-1.671
NP_115543,-0.506,-0.444,-0.363,0.129,-0.222,-0.115,0.428,-0.154,-0.27
NP_033784,-0.231,1.696,1.774,0.29,1.623,1.632,0.67,0.235,1.929
NP_031389,-0.255,-0.187,-0.371,0.204,-0.353,-0.21,0.031,-0.268,-0.362
NP_001138882,-0.255,-0.187,-0.371,0.204,-0.353,-0.21,0.031,-0.268,-0.362
NP_001035998,-0.235,0.078,-0.472,0.112,-0.32,0.197,0.162,-0.239,-0.459
NP_116167,-0.235,0.078,-0.472,0.112,-0.32,0.197,0.162,-0.239,-0.459
NP_001420,-0.438,-0.582,-0.479,0.265,-0.548,-0.274,0.052,-0.103,-0.446
NP_808489,-0.438,-0.582,-0.479,0.265,-0.548,-0.274,0.052,-0.103,-0.446
NP_002037,-0.183,1.672,1.526,0.623,1.805,1.776,0.525,0.079,1.541
NP_001243728,-0.183,1.672,1.526,0.623,1.805,1.776,0.525,0.079,1.541
NP_001230106,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_000025,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_005156,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_001186199,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_001170778,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_001170779,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_033787,-0.24,-0.165,-0.217,0.016,0.212,-0.381,0.544,-0.142,-0.06
NP_001171634,-0.254,0.062,-0.27,0.219,0.028,0.164,-0.01,-0.121,-0.307
NP_005318,-0.254,0.062,-0.27,0.219,0.028,0.164,-0.01,-0.121,-0.307
NP_004896,-0.225,-0.213,-0.404,-0.115,-0.294,-0.242,0.195,-0.26,-0.631
NP_031479,-0.225,-0.213,-0.404,-0.115,-0.294,-0.242,0.195,-0.26,-0.631
NP_002511,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_954654,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_001032827,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_032748,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_001239189,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_001239190,-0.168,0.511,0.321,0.394,0.486,0.613,0.399,-0.262,0.453
NP_060229,-0.07,-0.641,-0.737,0.119,-0.354,-0.389,0.176,0.036,-0.596
NP_001108081,-0.07,-0.641,-0.737,0.119,-0.354,-0.389,0.176,0.036,-0.596
NP_001074905,-0.07,-0.641,-0.737,0.119,-0.354,-0.389,0.176,0.036,-0.596
NP_076943,-0.169,-0.128,-0.459,0.064,-0.351,-0.126,0.264,-0.213,-0.249
NP_081036,-0.169,-0.128,-0.459,0.064,-0.351,-0.126,0.264,-0.213,-0.249
NP_004371,-0.255,-1.329,-1.475,-0.036,-2.209,-1.183,-0.267,-0.252,-1.578
NP_001073315,-0.255,-1.329,-1.475,-0.036,-2.209,-1.183,-0.267,-0.252,-1.578
NP_001092755,0.265,-0.708,-1.132,0.046,-1.107,-0.55,-0.651,0.018,-1.418
NP_002814,0.265,-0.708,-1.132,0.046,-1.107,-0.55,-0.651,0.018,-1.418
XP_001126659,0.265,-0.708,-1.132,0.046,-1.107,-0.55,-0.651,0.018,-1.418
NP_004951,-0.054,0.188,0.009,0.152,0.234,0.374,0.131,-0.052,0.064
NP_001164105,-0.054,0.188,0.009,0.152,0.234,0.374,0.131,-0.052,0.064
NP_001164408,-0.054,0.188,0.009,0.152,0.234,0.374,0.131,-0.052,0.064
NP_631888,-0.054,0.188,0.009,0.152,0.234,0.374,0.131,-0.052,0.064
NP_002159,-0.446,0.348,-0.133,0.019,0.496,0.368,-0.083,-0.413,0.052
XP_001129774,-0.328,0.372,0.208,0.072,0.696,0.428,0.151,0.137,0.251
XP_001727063,-0.328,0.372,0.208,0.072,0.696,0.428,0.151,0.137,0.251
NP_066953,-0.328,0.372,0.208,0.072,0.696,0.428,0.151,0.137,0.251
NP_032933,-0.328,0.372,0.208,0.072,0.696,0.428,0.151,0.137,0.251
NP_002464,-0.208,2.539,2.13,0.802,2.361,2.509,0.55,0.349,2.079
NP_000173,-0.343,0.957,0.818,0.288,1.171,0.951,0.073,-0.196,0.751
NP_001091,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_001135417,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_005150,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_001606,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_001605,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_001092,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_033738,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_033736,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_031418,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_033740,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_031419,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_033739,-0.15,0.299,0.122,0.352,0.128,0.114,0.278,-0.245,0.061
NP_149072,-0.042,-0.369,-0.456,-0.028,-0.424,-0.332,0.195,0.089,-0.415
NP_542987,-0.042,-0.369,-0.456,-0.028,-0.424,-0.332,0.195,0.089,-0.415
NP_001119522,-0.242,-0.586,-0.934,-0.005,-0.578,-0.518,0.112,-0.169,-0.793
NP_004485,-0.242,-0.586,-0.934,-0.005,-0.578,-0.518,0.112,-0.169,-0.793
NP_001119523,-0.242,-0.586,-0.934,-0.005,-0.578,-0.518,0.112,-0.169,-0.793
NP_032257,-0.242,-0.586,-0.934,-0.005,-0.578,-0.518,0.112,-0.169,-0.793
NP_598686,0.001,0.459,0.99,0.619,0.723,1.448,0.771,5.033,0.803
NP_001420,-0.108,0.296,0.266,0.568,0.364,0.145,0.361,0.296,-0.02
NP_808489,-0.108,0.296,0.266,0.568,0.364,0.145,0.361,0.296,-0.02
NP_065770,-0.106,0.156,-0.127,0.129,-0.007,0.101,0.047,-0.147,-0.179
NP_000282,-0.17,0.625,0.584,0.194,0.762,0.572,0.077,0.123,0.531
NP_006531,-0.148,0.166,0.271,0.35,0.03,0.297,0.072,0.568,-0.088
NP_032704,-0.148,0.166,0.271,0.35,0.03,0.297,0.072,0.568,-0.088
NP_001071163,-0.148,0.166,0.271,0.35,0.03,0.297,0.072,0.568,-0.088
NP_060225,-0.128,0.169,-0.15,0.087,0.3,0.177,0.138,0.012,-0.06
NP_001180384,-0.128,0.169,-0.15,0.087,0.3,0.177,0.138,0.012,-0.06
NP_663329,-0.128,0.169,-0.15,0.087,0.3,0.177,0.138,0.012,-0.06
NP_035835,-0.49,-2.92,-3.457,0.099,-3.892,-2.765,-0.429,-0.451,-3.752
NP_001025014,-0.49,-2.92,-3.457,0.099,-3.892,-2.765,-0.429,-0.451,-3.752
NP_001025015,-0.49,-2.92,-3.457,0.099,-3.892,-2.765,-0.429,-0.451,-3.752
NP_776173,-0.013,-0.24,-0.2,0.043,0.058,0.002,-0.124,-0.006,0.011
NP_073593,-0.403,-0.688,-0.898,0.071,-1.14,-0.709,-0.465,-0.412,-1.08
NP_001257805,-0.403,-0.688,-0.898,0.071,-1.14,-0.709,-0.465,-0.412,-1.08
NP_001257804,-0.403,-0.688,-0.898,0.071,-1.14,-0.709,-0.465,-0.412,-1.08
NP_081586,-0.403,-0.688,-0.898,0.071,-1.14,-0.709,-0.465,-0.412,-1.08
NP_665906,0.553,1.703,1.874,0.211,1.562,1.849,0.901,-0.04,2.07
NP_665910,0.553,1.703,1.874,0.211,1.562,1.849,0.901,-0.04,2.07
NP_006576,-0.17,0.255,0.021,0.129,0.442,0.185,0.044,0.029,0.066
NP_033970,-0.17,0.255,0.021,0.129,0.442,0.185,0.044,0.029,0.066
NP_008998,-0.25,-0.459,-0.662,0.011,-0.281,-0.275,0.027,-0.319,-0.563
NP_001186084,-0.25,-0.459,-0.662,0.011,-0.281,-0.275,0.027,-0.319,-0.563
NP_001186086,-0.25,-0.459,-0.662,0.011,-0.281,-0.275,0.027,-0.319,-0.563
NP_001186085,-0.25,-0.459,-0.662,0.011,-0.281,-0.275,0.027,-0.319,-0.563
